,Date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches),Year
14292,1977-05-18,89.0,62.0,0.00,0.00,0.00,1977
14293,1977-05-19,89.0,64.0,0.00,0.00,0.00,1977
14294,1977-05-20,74.0,55.0,0.03,0.00,0.00,1977
14295,1977-05-21,70.0,50.0,0.22,0.00,0.00,1977
14296,1977-05-22,69.0,61.0,0.25,0.00,0.00,1977
14297,1977-05-23,81.0,58.0,0.01,0.00,0.00,1977
14298,1977-05-24,86.0,61.0,0.00,0.00,0.00,1977
14299,1977-05-25,89.0,66.0,0.00,0.00,0.00,1977
14300,1977-05-26,87.0,66.0,T,0.00,0.00,1977
14301,1977-05-27,88.0,66.0,0.00,0.00,0.00,1977
14302,1977-05-28,83.0,62.0,T,0.00,0.00,1977
14303,1977-05-29,81.0,62.0,T,0.00,0.00,1977
14304,1977-05-30,80.0,60.0,1.09,0.00,0.00,1977
14305,1977-05-31,69.0,59.0,0.21,0.00,0.00,1977
14306,1977-06-01,75.0,54.0,0.01,0.00,0.00,1977
14307,1977-06-02,69.0,50.0,0.00,0.00,0.00,1977
14308,1977-06-03,84.0,55.0,0.00,0.00,0.00,1977
14309,1977-06-04,83.0,62.0,0.68,0.00,0.00,1977
14310,1977-06-05,84.0,61.0,0.18,0.00,0.00,1977
14311,1977-06-06,73.0,58.0,0.00,0.00,0.00,1977
14312,1977-06-07,81.0,55.0,0.07,0.00,0.00,1977
14313,1977-06-08,71.0,54.0,0.00,0.00,0.00,1977
14314,1977-06-09,67.0,49.0,T,0.00,0.00,1977
14315,1977-06-10,83.0,58.0,T,0.00,0.00,1977
14316,1977-06-11,75.0,60.0,0.00,0.00,0.00,1977
14317,1977-06-12,72.0,56.0,0.00,0.00,0.00,1977
14318,1977-06-13,73.0,55.0,0.00,0.00,0.00,1977
14319,1977-06-14,80.0,53.0,0.00,0.00,0.00,1977
14320,1977-06-15,73.0,61.0,0.26,0.00,0.00,1977
14321,1977-06-16,79.0,64.0,0.92,0.00,0.00,1977
14322,1977-06-17,79.0,60.0,0.10,0.00,0.00,1977
14323,1977-06-18,77.0,58.0,0.00,0.00,0.00,1977
14324,1977-06-19,77.0,56.0,0.05,0.00,0.00,1977
14325,1977-06-20,72.0,55.0,T,0.00,0.00,1977
14326,1977-06-21,76.0,54.0,T,0.00,0.00,1977
14327,1977-06-22,73.0,60.0,0.07,0.00,0.00,1977
14328,1977-06-23,86.0,68.0,T,0.00,0.00,1977
14329,1977-06-24,87.0,66.0,0.00,0.00,0.00,1977
14330,1977-06-25,86.0,61.0,0.00,0.00,0.00,1977
14331,1977-06-26,92.0,64.0,0.04,0.00,0.00,1977
14332,1977-06-27,90.0,69.0,0.36,0.00,0.00,1977
14333,1977-06-28,74.0,63.0,0.18,0.00,0.00,1977
14334,1977-06-29,84.0,55.0,0.29,0.00,0.00,1977
14335,1977-06-30,73.0,61.0,0.36,0.00,0.00,1977
14336,1977-07-01,78.0,60.0,0.00,0.00,0.00,1977
14337,1977-07-02,87.0,54.0,0.00,0.00,0.00,1977
14338,1977-07-03,91.0,68.0,0.71,0.00,0.00,1977
14339,1977-07-04,92.0,75.0,0.01,0.00,0.00,1977
14340,1977-07-05,96.0,76.0,0.00,0.00,0.00,1977
14341,1977-07-06,85.0,71.0,1.34,0.00,0.00,1977
14342,1977-07-07,90.0,69.0,T,0.00,0.00,1977
14343,1977-07-08,78.0,62.0,0.00,0.00,0.00,1977
14344,1977-07-09,75.0,55.0,0.00,0.00,0.00,1977
14345,1977-07-10,76.0,64.0,T,0.00,0.00,1977
14346,1977-07-11,84.0,65.0,0.06,0.00,0.00,1977
14347,1977-07-12,81.0,63.0,0.00,0.00,0.00,1977
14348,1977-07-13,91.0,56.0,0.00,0.00,0.00,1977
14349,1977-07-14,89.0,67.0,0.04,0.00,0.00,1977
14350,1977-07-15,87.0,59.0,0.00,0.00,0.00,1977
14351,1977-07-16,94.0,70.0,T,0.00,0.00,1977
14352,1977-07-17,85.0,70.0,T,0.00,0.00,1977
14353,1977-07-18,95.0,68.0,0.00,0.00,0.00,1977
14354,1977-07-19,100.0,79.0,0.00,0.00,0.00,1977
14355,1977-07-20,85.0,66.0,0.35,0.00,0.00,1977
14356,1977-07-21,84.0,64.0,0.00,0.00,0.00,1977
14357,1977-07-22,86.0,62.0,0.00,0.00,0.00,1977
14358,1977-07-23,76.0,62.0,0.40,0.00,0.00,1977
14359,1977-07-24,90.0,69.0,0.19,0.00,0.00,1977
14360,1977-07-25,78.0,62.0,0.00,0.00,0.00,1977
14361,1977-07-26,78.0,58.0,0.00,0.00,0.00,1977
14362,1977-07-27,80.0,62.0,0.46,0.00,0.00,1977
14363,1977-07-28,78.0,64.0,0.00,0.00,0.00,1977
14364,1977-07-29,85.0,59.0,0.01,0.00,0.00,1977
14365,1977-07-30,84.0,65.0,0.15,0.00,0.00,1977
14366,1977-07-31,75.0,61.0,0.00,0.00,0.00,1977
14367,1977-08-01,84.0,51.0,0.00,0.00,0.00,1977
14368,1977-08-02,77.0,60.0,0.04,0.00,0.00,1977
14369,1977-08-03,82.0,62.0,0.33,0.00,0.00,1977
14370,1977-08-04,74.0,58.0,0.06,0.00,0.00,1977
14371,1977-08-05,76.0,55.0,0.00,0.00,0.00,1977
14372,1977-08-06,77.0,48.0,T,0.00,0.00,1977
14373,1977-08-07,86.0,61.0,0.00,0.00,0.00,1977
14374,1977-08-08,83.0,61.0,0.00,0.00,0.00,1977
14375,1977-08-09,70.0,58.0,0.18,0.00,0.00,1977
14376,1977-08-10,74.0,58.0,0.00,0.00,0.00,1977
14377,1977-08-11,73.0,49.0,0.00,0.00,0.00,1977
14378,1977-08-12,87.0,57.0,0.00,0.00,0.00,1977
14379,1977-08-13,73.0,57.0,0.06,0.00,0.00,1977
14380,1977-08-14,78.0,50.0,0.00,0.00,0.00,1977
14381,1977-08-15,69.0,51.0,0.30,0.00,0.00,1977
14382,1977-08-16,75.0,58.0,0.22,0.00,0.00,1977
14383,1977-08-17,69.0,49.0,T,0.00,0.00,1977
14384,1977-08-18,72.0,41.0,T,0.00,0.00,1977
14385,1977-08-19,74.0,55.0,0.00,0.00,0.00,1977
14386,1977-08-20,77.0,52.0,0.01,0.00,0.00,1977
14387,1977-08-21,77.0,53.0,T,0.00,0.00,1977
14388,1977-08-22,74.0,50.0,T,0.00,0.00,1977
14389,1977-08-23,73.0,54.0,0.00,0.00,0.00,1977
14390,1977-08-24,74.0,55.0,0.00,0.00,0.00,1977
14391,1977-08-25,70.0,56.0,0.19,0.00,0.00,1977
14392,1977-08-26,89.0,69.0,0.01,0.00,0.00,1977
14393,1977-08-27,88.0,68.0,0.55,0.00,0.00,1977
14394,1977-08-28,71.0,56.0,T,0.00,0.00,1977
14395,1977-08-29,76.0,52.0,0.00,0.00,0.00,1977
14396,1977-08-30,76.0,62.0,7.28,0.00,0.00,1977
14397,1977-08-31,78.0,58.0,0.08,0.00,0.00,1977
14398,1977-09-01,73.0,51.0,0.83,0.00,0.00,1977
14399,1977-09-02,72.0,55.0,T,0.00,0.00,1977
14400,1977-09-03,76.0,55.0,0.00,0.00,0.00,1977
14401,1977-09-04,75.0,63.0,0.10,0.00,0.00,1977
14402,1977-09-05,75.0,54.0,0.00,0.00,0.00,1977
14403,1977-09-06,79.0,59.0,T,0.00,0.00,1977
14404,1977-09-07,67.0,55.0,0.00,0.00,0.00,1977
14405,1977-09-08,85.0,61.0,0.75,0.00,0.00,1977
14406,1977-09-09,69.0,54.0,0.00,0.00,0.00,1977
14407,1977-09-10,71.0,46.0,T,0.00,0.00,1977
14408,1977-09-11,73.0,56.0,0.01,0.00,0.00,1977
14409,1977-09-12,61.0,50.0,0.01,0.00,0.00,1977
14410,1977-09-13,72.0,49.0,0.00,0.00,0.00,1977
14411,1977-09-14,76.0,48.0,0.00,0.00,0.00,1977
14412,1977-09-15,72.0,51.0,0.00,0.00,0.00,1977
14413,1977-09-16,67.0,50.0,0.00,0.00,0.00,1977
14414,1977-09-17,78.0,55.0,0.24,0.00,0.00,1977
14415,1977-09-18,74.0,56.0,0.18,0.00,0.00,1977
14416,1977-09-19,61.0,51.0,0.01,0.00,0.00,1977
14417,1977-09-20,58.0,45.0,0.00,0.00,0.00,1977
14418,1977-09-21,67.0,46.0,0.30,0.00,0.00,1977
14419,1977-09-22,60.0,55.0,0.02,0.00,0.00,1977
14420,1977-09-23,63.0,56.0,1.20,0.00,0.00,1977
14421,1977-09-24,65.0,51.0,0.11,0.00,0.00,1977
14422,1977-09-25,65.0,53.0,0.03,0.00,0.00,1977
14423,1977-09-26,63.0,49.0,0.00,0.00,0.00,1977
14424,1977-09-27,66.0,49.0,0.00,0.00,0.00,1977
14425,1977-09-28,73.0,41.0,0.11,0.00,0.00,1977
14426,1977-09-29,62.0,51.0,0.07,0.00,0.00,1977
14427,1977-09-30,52.0,46.0,0.46,0.00,0.00,1977
14428,1977-10-01,60.0,40.0,0.00,0.00,0.00,1977
14429,1977-10-02,61.0,35.0,0.00,0.00,0.00,1977
14430,1977-10-03,63.0,32.0,0.00,0.00,0.00,1977
14431,1977-10-04,65.0,38.0,0.03,0.00,0.00,1977
14432,1977-10-05,56.0,33.0,0.00,0.00,0.00,1977
14433,1977-10-06,51.0,36.0,0.00,0.00,0.00,1977
14434,1977-10-07,43.0,37.0,0.88,T,0.00,1977
14435,1977-10-08,42.0,38.0,0.11,0.00,0.00,1977
14436,1977-10-09,55.0,34.0,0.00,0.00,0.00,1977
14437,1977-10-10,49.0,32.0,0.48,2.50,0.00,1977
14438,1977-10-11,43.0,33.0,0.06,0.50,T,1977
14439,1977-10-12,52.0,32.0,0.00,0.00,0.00,1977
14440,1977-10-13,68.0,32.0,0.00,0.00,0.00,1977
14441,1977-10-14,64.0,44.0,0.00,0.00,0.00,1977
14442,1977-10-15,50.0,33.0,0.00,0.00,0.00,1977
14443,1977-10-16,58.0,28.0,0.00,0.00,0.00,1977
14444,1977-10-17,59.0,38.0,T,0.00,0.00,1977
14445,1977-10-18,55.0,37.0,T,0.00,0.00,1977
14446,1977-10-19,61.0,31.0,0.00,0.00,0.00,1977
14447,1977-10-20,72.0,40.0,0.00,0.00,0.00,1977
14448,1977-10-21,65.0,40.0,0.00,0.00,0.00,1977
14449,1977-10-22,51.0,33.0,0.00,0.00,0.00,1977
14450,1977-10-23,50.0,37.0,0.01,0.00,0.00,1977
14451,1977-10-24,51.0,45.0,0.04,0.00,0.00,1977
14452,1977-10-25,53.0,44.0,0.00,0.00,0.00,1977
14453,1977-10-26,64.0,39.0,0.00,0.00,0.00,1977
14454,1977-10-27,67.0,39.0,T,0.00,0.00,1977
14455,1977-10-28,63.0,36.0,0.00,0.00,0.00,1977
14456,1977-10-29,63.0,44.0,0.00,0.00,0.00,1977
14457,1977-10-30,57.0,43.0,0.01,0.00,0.00,1977
14458,1977-10-31,61.0,44.0,0.72,0.00,0.00,1977
14459,1977-11-01,52.0,36.0,0.00,0.00,0.00,1977
14460,1977-11-02,57.0,30.0,0.00,0.00,0.00,1977
14461,1977-11-03,61.0,36.0,0.00,0.00,0.00,1977
14462,1977-11-04,55.0,30.0,0.00,0.00,0.00,1977
14463,1977-11-05,57.0,34.0,0.00,0.00,0.00,1977
14464,1977-11-06,52.0,47.0,T,0.00,0.00,1977
14465,1977-11-07,56.0,49.0,0.01,0.00,0.00,1977
14466,1977-11-08,58.0,53.0,0.01,0.00,0.00,1977
14467,1977-11-09,59.0,31.0,0.21,0.40,T,1977
14468,1977-11-10,34.0,25.0,0.10,0.60,1.00,1977
14469,1977-11-11,33.0,23.0,0.00,0.00,T,1977
14470,1977-11-12,33.0,17.0,0.00,0.00,T,1977
14471,1977-11-13,39.0,26.0,0.00,0.00,T,1977
14472,1977-11-14,44.0,23.0,0.00,0.00,T,1977
14473,1977-11-15,43.0,33.0,0.01,0.00,0.00,1977
14474,1977-11-16,45.0,30.0,0.00,0.00,0.00,1977
14475,1977-11-17,36.0,31.0,0.01,0.10,0.00,1977
14476,1977-11-18,36.0,27.0,0.00,0.00,0.00,1977
14477,1977-11-19,37.0,27.0,0.15,0.40,0.00,1977
14478,1977-11-20,56.0,20.0,0.26,T,0.00,1977
14479,1977-11-21,20.0,9.0,T,T,T,1977
14480,1977-11-22,29.0,12.0,0.01,0.10,T,1977
14481,1977-11-23,31.0,16.0,0.25,3.10,2.00,1977
14482,1977-11-24,16.0,6.0,0.13,1.70,3.00,1977
14483,1977-11-25,6.0,-12.0,0.02,0.20,4.00,1977
14484,1977-11-26,12.0,-16.0,0.05,1.00,4.00,1977
14485,1977-11-27,17.0,-1.0,0.20,4.10,7.00,1977
14486,1977-11-28,24.0,-4.0,T,T,9.00,1977
14487,1977-11-29,35.0,20.0,T,T,9.00,1977
14488,1977-11-30,35.0,24.0,T,0.00,7.00,1977
14489,1977-12-01,27.0,18.0,0.03,0.30,5.00,1977
14490,1977-12-02,20.0,11.0,T,T,5.00,1977
14491,1977-12-03,16.0,2.0,0.00,0.00,4.00,1977
14492,1977-12-04,18.0,9.0,0.08,1.40,5.00,1977
14493,1977-12-05,19.0,-9.0,T,T,6.00,1977
14494,1977-12-06,7.0,-11.0,T,T,5.00,1977
14495,1977-12-07,10.0,-10.0,0.15,3.60,5.00,1977
14496,1977-12-08,14.0,-10.0,0.02,0.40,8.00,1977
14497,1977-12-09,-5.0,-14.0,0.00,0.00,9.00,1977
14498,1977-12-10,-3.0,-18.0,T,T,9.00,1977
14499,1977-12-11,16.0,-5.0,T,T,9.00,1977
14500,1977-12-12,34.0,14.0,0.00,0.00,9.00,1977
14501,1977-12-13,35.0,25.0,T,T,8.00,1977
14502,1977-12-14,28.0,24.0,0.02,T,6.00,1977
14503,1977-12-15,34.0,27.0,T,0.00,6.00,1977
14504,1977-12-16,38.0,34.0,0.01,0.00,5.00,1977
14505,1977-12-17,41.0,35.0,0.45,0.00,3.00,1977
14506,1977-12-18,35.0,30.0,0.02,0.10,T,1977
14507,1977-12-19,30.0,18.0,T,T,T,1977
14508,1977-12-20,23.0,15.0,0.04,0.80,T,1977
14509,1977-12-21,21.0,9.0,T,T,1.00,1977
14510,1977-12-22,29.0,10.0,0.00,0.00,T,1977
14511,1977-12-23,25.0,11.0,T,T,T,1977
14512,1977-12-24,22.0,2.0,T,T,T,1977
14513,1977-12-25,2.0,-10.0,T,T,T,1977
14514,1977-12-26,5.0,-7.0,T,T,T,1977
14515,1977-12-27,15.0,-11.0,T,T,T,1977
14516,1977-12-28,23.0,15.0,T,T,T,1977
14517,1977-12-29,25.0,16.0,0.00,0.00,T,1977
14518,1977-12-30,25.0,18.0,0.01,0.40,T,1977
14519,1977-12-31,18.0,8.0,0.32,7.20,2.00,1977
14520,1978-01-01,8.0,-4.0,0.01,0.20,7.00,1978
14521,1978-01-02,16.0,0.0,T,0.10,6.00,1978
14522,1978-01-03,15.0,-6.0,0.00,0.00,6.00,1978
14523,1978-01-04,16.0,5.0,0.00,0.00,5.00,1978
14524,1978-01-05,23.0,9.0,0.00,0.00,5.00,1978
14525,1978-01-06,31.0,22.0,0.01,T,5.00,1978
14526,1978-01-07,26.0,3.0,0.01,0.30,5.00,1978
14527,1978-01-08,3.0,-12.0,T,T,5.00,1978
14528,1978-01-09,-3.0,-16.0,0.00,0.00,5.00,1978
14529,1978-01-10,2.0,-18.0,0.00,0.00,5.00,1978
14530,1978-01-11,8.0,-17.0,0.00,0.00,5.00,1978
14531,1978-01-12,14.0,-4.0,0.07,1.20,5.00,1978
14532,1978-01-13,23.0,5.0,0.01,0.30,6.00,1978
14533,1978-01-14,20.0,-2.0,0.01,0.10,6.00,1978
14534,1978-01-15,14.0,-3.0,T,0.20,6.00,1978
14535,1978-01-16,3.0,-11.0,0.00,0.00,6.00,1978
14536,1978-01-17,12.0,-12.0,T,T,6.00,1978
14537,1978-01-18,19.0,12.0,0.10,1.90,6.00,1978
14538,1978-01-19,16.0,-4.0,T,T,8.00,1978
14539,1978-01-20,14.0,-9.0,0.00,0.00,7.00,1978
14540,1978-01-21,9.0,-13.0,0.00,0.00,7.00,1978
14541,1978-01-22,20.0,-5.0,T,T,6.00,1978
14542,1978-01-23,24.0,9.0,T,T,6.00,1978
14543,1978-01-24,25.0,15.0,0.02,0.30,6.00,1978
14544,1978-01-25,24.0,1.0,0.10,1.50,6.00,1978
14545,1978-01-26,14.0,-7.0,0.03,0.60,8.00,1978
14546,1978-01-27,10.0,-13.0,T,T,8.00,1978
14547,1978-01-28,12.0,-4.0,0.00,0.00,8.00,1978
14548,1978-01-29,8.0,-8.0,0.00,0.00,8.00,1978
14549,1978-01-30,10.0,-8.0,0.01,0.10,8.00,1978
14550,1978-01-31,9.0,-10.0,0.00,0.00,7.00,1978
14551,1978-02-01,8.0,-1.0,0.04,0.70,7.00,1978
14552,1978-02-02,4.0,-15.0,0.02,0.30,8.00,1978
14553,1978-02-03,13.0,-2.0,T,T,8.00,1978
14554,1978-02-04,21.0,9.0,0.02,0.30,8.00,1978
14555,1978-02-05,11.0,-4.0,0.00,0.00,8.00,1978
14556,1978-02-06,13.0,-7.0,0.00,0.00,8.00,1978
14557,1978-02-07,18.0,-3.0,0.00,0.00,8.00,1978
14558,1978-02-08,24.0,4.0,T,T,8.00,1978
14559,1978-02-09,26.0,-1.0,0.00,0.00,8.00,1978
14560,1978-02-10,22.0,-4.0,0.00,0.00,7.00,1978
14561,1978-02-11,26.0,8.0,0.02,0.40,7.00,1978
14562,1978-02-12,27.0,2.0,0.00,0.00,7.00,1978
14563,1978-02-13,29.0,17.0,T,T,7.00,1978
14564,1978-02-14,22.0,7.0,T,T,6.00,1978
14565,1978-02-15,16.0,-2.0,0.00,0.00,6.00,1978
14566,1978-02-16,17.0,-4.0,T,T,6.00,1978
14567,1978-02-17,17.0,-6.0,T,T,6.00,1978
14568,1978-02-18,17.0,-2.0,0.00,0.00,5.00,1978
14569,1978-02-19,18.0,-6.0,0.01,0.30,5.00,1978
14570,1978-02-20,26.0,11.0,0.01,0.20,6.00,1978
14571,1978-02-21,23.0,3.0,0.00,0.00,6.00,1978
14572,1978-02-22,21.0,3.0,0.10,1.50,6.00,1978
14573,1978-02-23,33.0,16.0,T,T,8.00,1978
14574,1978-02-24,37.0,22.0,T,0.10,9.00,1978
14575,1978-02-25,22.0,9.0,0.00,0.00,9.00,1978
14576,1978-02-26,19.0,2.0,0.00,0.00,9.00,1978
14577,1978-02-27,26.0,3.0,0.02,0.80,9.00,1978
14578,1978-02-28,24.0,10.0,T,T,9.00,1978
14579,1978-03-01,23.0,1.0,0.00,0.00,9.00,1978
14580,1978-03-02,21.0,16.0,0.19,3.60,9.00,1978
14581,1978-03-03,17.0,0.0,T,T,13.00,1978
14582,1978-03-04,15.0,-11.0,0.00,0.00,12.00,1978
14583,1978-03-05,22.0,-3.0,T,T,12.00,1978
14584,1978-03-06,28.0,6.0,0.00,0.00,12.00,1978
14585,1978-03-07,36.0,-4.0,0.00,0.00,12.00,1978
14586,1978-03-08,32.0,6.0,0.00,0.00,11.00,1978
14587,1978-03-09,39.0,22.0,0.00,0.00,9.00,1978
14588,1978-03-10,36.0,19.0,0.07,0.40,8.00,1978
14589,1978-03-11,41.0,33.0,0.00,0.00,8.00,1978
14590,1978-03-12,35.0,33.0,0.00,0.00,4.00,1978
14591,1978-03-13,35.0,32.0,0.45,3.70,4.00,1978
14592,1978-03-14,34.0,25.0,T,T,7.00,1978
14593,1978-03-15,34.0,23.0,T,T,7.00,1978
14594,1978-03-16,32.0,16.0,0.00,0.00,7.00,1978
14595,1978-03-17,30.0,15.0,0.00,0.00,7.00,1978
14596,1978-03-18,43.0,17.0,0.00,0.00,6.00,1978
14597,1978-03-19,40.0,29.0,0.00,0.00,4.00,1978
14598,1978-03-20,41.0,31.0,0.08,0.80,3.00,1978
14599,1978-03-21,50.0,29.0,0.00,0.00,T,1978
14600,1978-03-22,49.0,32.0,0.00,0.00,T,1978
14601,1978-03-23,40.0,28.0,0.00,0.00,T,1978
14602,1978-03-24,37.0,21.0,0.00,0.00,0.00,1978
14603,1978-03-25,46.0,24.0,0.00,0.00,0.00,1978
14604,1978-03-26,52.0,24.0,0.00,0.00,0.00,1978
14605,1978-03-27,65.0,32.0,0.00,0.00,0.00,1978
14606,1978-03-28,54.0,33.0,0.00,0.00,0.00,1978
14607,1978-03-29,49.0,27.0,0.00,0.00,0.00,1978
14608,1978-03-30,67.0,41.0,0.00,0.00,0.00,1978
14609,1978-03-31,71.0,45.0,0.00,0.00,0.00,1978
14610,1978-04-01,46.0,33.0,0.01,T,0.00,1978
14611,1978-04-02,34.0,30.0,0.38,1.00,0.00,1978
14612,1978-04-03,46.0,33.0,0.06,0.00,T,1978
14613,1978-04-04,58.0,37.0,T,0.00,0.00,1978
14614,1978-04-05,52.0,35.0,0.04,0.00,0.00,1978
14615,1978-04-06,64.0,44.0,0.59,0.00,0.00,1978
14616,1978-04-07,47.0,36.0,0.17,0.00,0.00,1978
14617,1978-04-08,47.0,37.0,0.01,0.00,0.00,1978
14618,1978-04-09,46.0,37.0,0.66,0.00,0.00,1978
14619,1978-04-10,53.0,39.0,0.05,T,0.00,1978
14620,1978-04-11,50.0,35.0,T,T,0.00,1978
14621,1978-04-12,53.0,34.0,0.14,0.00,0.00,1978
14622,1978-04-13,49.0,31.0,0.00,0.00,0.00,1978
14623,1978-04-14,54.0,29.0,0.00,0.00,0.00,1978
14624,1978-04-15,56.0,32.0,0.00,0.00,0.00,1978
14625,1978-04-16,58.0,35.0,0.00,0.00,0.00,1978
14626,1978-04-17,56.0,37.0,0.01,0.00,0.00,1978
14627,1978-04-18,43.0,36.0,0.67,0.10,T,1978
14628,1978-04-19,44.0,38.0,T,T,0.00,1978
14629,1978-04-20,54.0,33.0,0.09,0.80,T,1978
14630,1978-04-21,55.0,28.0,0.00,0.00,0.00,1978
14631,1978-04-22,59.0,32.0,0.14,0.00,0.00,1978
14632,1978-04-23,50.0,43.0,0.32,0.00,0.00,1978
14633,1978-04-24,48.0,44.0,0.25,0.00,0.00,1978
14634,1978-04-25,66.0,36.0,0.00,0.00,0.00,1978
14635,1978-04-26,71.0,40.0,0.00,0.00,0.00,1978
14636,1978-04-27,71.0,38.0,0.00,0.00,0.00,1978
14637,1978-04-28,72.0,45.0,0.00,0.00,0.00,1978
14638,1978-04-29,62.0,44.0,0.04,0.00,0.00,1978
14639,1978-04-30,59.0,38.0,0.00,0.00,0.00,1978
14640,1978-05-01,55.0,33.0,0.00,0.00,0.00,1978
14641,1978-05-02,65.0,29.0,0.00,0.00,0.00,1978
14642,1978-05-03,71.0,38.0,0.00,0.00,0.00,1978
14643,1978-05-04,68.0,47.0,0.00,0.00,0.00,1978
14644,1978-05-05,67.0,42.0,0.00,0.00,0.00,1978
14645,1978-05-06,64.0,43.0,0.00,0.00,0.00,1978
14646,1978-05-07,60.0,47.0,0.62,0.00,0.00,1978
14647,1978-05-08,57.0,46.0,0.15,0.00,0.00,1978
14648,1978-05-09,58.0,46.0,T,0.00,0.00,1978
14649,1978-05-10,78.0,41.0,0.00,0.00,0.00,1978
14650,1978-05-11,77.0,59.0,0.00,0.00,0.00,1978
14651,1978-05-12,67.0,49.0,0.15,0.00,0.00,1978
14652,1978-05-13,69.0,46.0,0.00,0.00,0.00,1978
14653,1978-05-14,71.0,44.0,0.00,0.00,0.00,1978
14654,1978-05-15,71.0,49.0,0.00,0.00,0.00,1978
14655,1978-05-16,75.0,52.0,0.00,0.00,0.00,1978
14656,1978-05-17,76.0,51.0,0.00,0.00,0.00,1978
14657,1978-05-18,80.0,52.0,0.00,0.00,0.00,1978
14658,1978-05-19,89.0,62.0,0.00,0.00,0.00,1978
14659,1978-05-20,69.0,52.0,T,0.00,0.00,1978
14660,1978-05-21,72.0,44.0,0.00,0.00,0.00,1978
14661,1978-05-22,77.0,51.0,0.00,0.00,0.00,1978
14662,1978-05-23,77.0,52.0,0.00,0.00,0.00,1978
14663,1978-05-24,78.0,56.0,0.00,0.00,0.00,1978
14664,1978-05-25,94.0,69.0,0.00,0.00,0.00,1978
14665,1978-05-26,96.0,66.0,0.50,0.00,0.00,1978
14666,1978-05-27,83.0,64.0,2.17,0.00,0.00,1978
14667,1978-05-28,78.0,66.0,0.04,0.00,0.00,1978
14668,1978-05-29,79.0,62.0,0.14,0.00,0.00,1978
14669,1978-05-30,70.0,57.0,T,0.00,0.00,1978
14670,1978-05-31,69.0,56.0,0.02,0.00,0.00,1978
14671,1978-06-01,61.0,48.0,T,0.00,0.00,1978
14672,1978-06-02,67.0,46.0,T,0.00,0.00,1978
14673,1978-06-03,74.0,46.0,0.00,0.00,0.00,1978
14674,1978-06-04,77.0,50.0,T,0.00,0.00,1978
14675,1978-06-05,78.0,50.0,0.00,0.00,0.00,1978
14676,1978-06-06,86.0,52.0,0.00,0.00,0.00,1978
14677,1978-06-07,71.0,45.0,0.30,0.00,0.00,1978
14678,1978-06-08,72.0,39.0,0.00,0.00,0.00,1978
14679,1978-06-09,76.0,52.0,0.00,0.00,0.00,1978
14680,1978-06-10,93.0,70.0,0.00,0.00,0.00,1978
14681,1978-06-11,80.0,62.0,0.18,0.00,0.00,1978
14682,1978-06-12,73.0,56.0,0.00,0.00,0.00,1978
14683,1978-06-13,83.0,55.0,0.01,0.00,0.00,1978
14684,1978-06-14,78.0,60.0,0.32,0.00,0.00,1978
14685,1978-06-15,74.0,63.0,0.32,0.00,0.00,1978
14686,1978-06-16,80.0,63.0,0.63,0.00,0.00,1978
14687,1978-06-17,78.0,61.0,0.06,0.00,0.00,1978
14688,1978-06-18,76.0,54.0,0.00,0.00,0.00,1978
14689,1978-06-19,85.0,59.0,0.20,0.00,0.00,1978
14690,1978-06-20,70.0,55.0,0.02,0.00,0.00,1978
14691,1978-06-21,76.0,49.0,0.00,0.00,0.00,1978
14692,1978-06-22,81.0,59.0,0.01,0.00,0.00,1978
14693,1978-06-23,70.0,63.0,0.49,0.00,0.00,1978
14694,1978-06-24,78.0,63.0,T,0.00,0.00,1978
14695,1978-06-25,85.0,70.0,2.88,0.00,0.00,1978
14696,1978-06-26,84.0,65.0,0.04,0.00,0.00,1978
14697,1978-06-27,83.0,62.0,0.00,0.00,0.00,1978
14698,1978-06-28,85.0,65.0,0.02,0.00,0.00,1978
14699,1978-06-29,89.0,69.0,0.05,0.00,0.00,1978
14700,1978-06-30,83.0,71.0,1.56,0.00,0.00,1978
14701,1978-07-01,82.0,70.0,0.75,0.00,0.00,1978
14702,1978-07-02,72.0,65.0,T,0.00,0.00,1978
14703,1978-07-03,77.0,64.0,T,0.00,0.00,1978
14704,1978-07-04,79.0,64.0,0.00,0.00,0.00,1978
14705,1978-07-05,89.0,72.0,0.14,0.00,0.00,1978
14706,1978-07-06,86.0,66.0,0.66,0.00,0.00,1978
14707,1978-07-07,76.0,60.0,0.02,0.00,0.00,1978
14708,1978-07-08,76.0,54.0,0.12,0.00,0.00,1978
14709,1978-07-09,74.0,56.0,0.02,0.00,0.00,1978
14710,1978-07-10,75.0,52.0,0.00,0.00,0.00,1978
14711,1978-07-11,76.0,56.0,0.00,0.00,0.00,1978
14712,1978-07-12,78.0,63.0,0.15,0.00,0.00,1978
14713,1978-07-13,78.0,61.0,0.00,0.00,0.00,1978
14714,1978-07-14,87.0,62.0,0.02,0.00,0.00,1978
14715,1978-07-15,88.0,66.0,0.00,0.00,0.00,1978
14716,1978-07-16,92.0,65.0,0.00,0.00,0.00,1978
14717,1978-07-17,92.0,69.0,0.00,0.00,0.00,1978
14718,1978-07-18,89.0,71.0,T,0.00,0.00,1978
14719,1978-07-19,91.0,65.0,0.00,0.00,0.00,1978
14720,1978-07-20,71.0,61.0,T,0.00,0.00,1978
